-9.2783220565344,-9.588570801659666,-9.434035383626014,-8.838989822121587,-8.546139712342388,-9.097031311475567,-9.791272957122505,-8.777577408769263,-8.703832659272242,-8.686255648259527,-9.806648873681935,-10.34637701442231,-11.64746543189817,-7.954229539827382,-8.429303092559529
-9.40071665625788,-10.255864775390384,-10.805007849291004,-10.236776531061226,-13.797538537837998,-9.402663854692715,-9.797730633848701,-9.366637756963478,-10.703241091720994,-9.973201000129624,-8.740579023216842,-9.965340673041707,-8.302402884311263,-8.276659763611315,-12.647476073906253
-8.697385978702213,-8.61467694847711,-8.38999497329428,-9.344342975188438,-14.13873581306927,-8.300724889454708,-10.480756091679494,-8.561871369213891,-8.768750555886085,-8.5550333166758,-9.641789522729752,-7.483053248464292,-7.661331562035997,-9.316712634123407,-7.379219429402347
-10.901967288681492,-10.267518495029705,-9.998612576153985,-8.755219551034724,-11.324922340368127,-8.438669331156355,-10.418208729260193,-12.54662306711043,-9.43637251166892,-10.13701589761581,-9.0563703346569,-9.206190140384818,-10.903544626867527,-8.776414138399186,-9.153268562930347
-12.531417053016968,-10.720683491966474,-8.630132091551072,-11.30171382846728,-8.592009603430975,-13.493614038959215,-10.199607787732322,-8.66793743833941,-9.398863598640604,-8.916093361337355,-8.653173490483484,-10.982963491212603,-8.459294434344057,-9.691206398836622,-10.723170227270996
-10.25743010748184,-8.396047130054697,-11.052570399230058,-8.434622950250084,-13.36983729374375,-9.716272917698495,-8.423950830141287,-9.019609892240014,-8.99114614984562,-8.558354331606447,-10.257872573119991,-8.448477014934433,-10.145171252117953,-10.076891793808388,-12.52083581667772
-9.327378010207871,-9.677600604402448,-9.437869389296644,-10.72822473737699,-9.717268522841414,-8.587074048977561,-9.703500069547513,-8.247658914678635,-8.179624791702848,-11.780015766625441,-7.951858541952013,-8.816218227577856,-11.734869310797635,-10.993412044313057,-6.001389386775314
-8.33404897354219,-10.195247425915623,-8.566907617026704,-8.846547063462237,-8.669702337728157,-9.80477041282225,-7.513891646871249,-7.715735499527512,-9.353013959080133,-7.419776789212505,-7.705166026212385,-9.479498765927987,-8.625989358891367,-5.677320153891136,-5.8871538661013805
-8.184637692321031,-10.873091803665995,-10.531552495011159,-8.863376590651072,-9.264900213971968,-9.585281892946021,-9.232298146172312,-10.111014002979148,-9.011820379049997,-9.963853602476503,-9.952160166765532,-10.527023234980964,-6.290235304387569,-6.537237293035391,-6.58204299142661
-8.605814116982067,-8.409896965407812,-8.018475669108021,-8.891022778720156,-7.378641671912064,-7.422005929258278,-9.111761936482617,-7.214269056253114,-7.738068728294805,-9.19367626272809,-8.710589498871908,-5.680159109755027,-5.93882009005985,-7.768617803801956,-6.522781758576611
